I_SAMPLE_ID,PROJECTNAME,TRIP_CODE,SAMPLEDATELOCAL,LATITUDE,LONGITUDE,STATIONNAME,SAMPVOL_M3,VESSEL,TOWTYPE,GEARDEPTH_M,GEARMESH_UM,DEPTH_M,TEMPERATURE_C,SALINITY_PSU,COMMENTS,QC_FLAG,FLAG_COMMENT
2932,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.98166667,154.1083333,,1291,Sprightly,Oblong,170,Ring-500,1100,24.4,35.42,,0,
2933,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,153.9666667,,1886,Sprightly,Oblong,95,Ring-500,436,24.9,35.29,,0,
2934,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,153.89,,1499,Sprightly,Oblong,95,Ring-500,248,24.7,35.3,,0,
2935,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.03333333,153.8066667,,2062,Sprightly,Oblong,50,Ring-500,118,24.4,35.3,,0,
2936,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.01666667,151.6366667,,1034,Sprightly,Oblong,151,Ring-500,,20.1,35.7,,0,
2937,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.995,153.665,,1733,Sprightly,Oblong,30,Ring-500,50,23.9,35.32,,0,
2938,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.02166667,151.5483333,,1140,Sprightly,Oblong,165,Ring-500,208,20.5,35.72,,0,
2939,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.03666667,151.3416667,,1077,Sprightly,Oblong,83,Ring-500,132,21.1,35.68,,0,
2940,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.10166667,152.79,,936,Sprightly,Oblong,159,Ring-500,2902,21.8,35.52,,0,
2941,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.00666667,152.7633333,,1692,Sprightly,Oblong,160,Ring-500,,21.4,35.57,,0,
2942,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.97166667,152.105,,743,Sprightly,Surface,0,Ring-500,2519,20.3,35.7,,0,
2943,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.00166667,152.6333333,,623,Sprightly,Surface,0,Ring-500,1000,20.4,35.67,,0,
2944,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.005,152.5416667,,638,Sprightly,Surface,0,Ring-500,,20,35.71,,0,
2945,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.02,152.4716667,,448,Sprightly,Surface,0,Ring-500,209,20,35.71,,0,
2946,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-32.965,152.0166667,,363,Sprightly,Surface,0,Ring-500,116,21.1,35.64,,0,
2947,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.985,153.41,,743,Sprightly,Surface,0,Ring-500,2511,21.4,35.7,,0,
2948,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-32.00833333,153.3316667,,564,Sprightly,Surface,0,Ring-500,2700,21.4,35.7,,0,
2949,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.99833333,153.2533333,,743,Sprightly,Surface,0,Ring-500,1512,21.3,35.7,,0,
2950,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.995,153.1683333,,743,Sprightly,Surface,0,Ring-500,934,21.3,35.68,,0,
2951,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.98166667,153.1383333,,923,Sprightly,Surface,0,Ring-500,425,21.3,35.68,,0,
2952,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.98333333,153.0916667,,544,Sprightly,Surface,0,Ring-500,235,21.3,35.68,,0,
2953,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.98833333,152.0033333,,1055,Sprightly,Surface,0,Ring-500,2029,20.4,35.7,,0,
2954,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.99166667,152.8716667,,529,Sprightly,Surface,0,Ring-500,102,21.2,35.68,,0,
2955,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.97166667,152.755,,332,Sprightly,Surface,0,Ring-500,74,21.3,35.6,,0,
2956,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.985,153.625,,776,Sprightly,Surface,0,Ring-500,3000,24.4,35.6,,0,
2957,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.98333333,153.5333333,,1274,Sprightly,Surface,0,Ring-500,2000,24.3,35.44,,0,
2958,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.97166667,153.48,,933,Sprightly,Surface,0,Ring-500,2178,24.3,35.42,,0,
2959,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.98333333,153.365,,375,Sprightly,Surface,0,Ring-500,1008,24,35.38,,0,
2960,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.97333333,153.2666667,,507,Sprightly,Surface,0,Ring-500,200,23.1,35.35,,0,
2961,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-30.985,153.1583333,,600,Sprightly,Surface,0,Ring-500,100,22.6,35.22,,0,
2962,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-31.03,153.0733333,,595,Sprightly,Surface,0,Ring-500,50,23.2,35.32,,0,
2963,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.98,153.8233333,,778,Sprightly,Surface,0,Ring-500,1980,24.6,35.33,,0,
2964,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.00833333,151.9083333,,699,Sprightly,Surface,0,Ring-500,1911,20.5,35.7,,0,
2965,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.96333333,153.7666667,,959,Sprightly,Surface,0,Ring-500,1367,24.6,35.33,,0,
2966,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.97666667,153.695,,1584,Sprightly,Surface,0,Ring-500,890,24.7,35.34,,0,
2967,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.98666667,153.6066667,,370,Sprightly,Surface,0,Ring-500,580,24.5,35.33,,0,
2968,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.99666667,153.5583333,,639,Sprightly,Surface,0,Ring-500,136,24.3,35.32,,0,
2969,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.99833333,153.4683333,,626,Sprightly,Surface,0,Ring-500,88,23.8,35.34,,0,
2970,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.99833333,153.3716667,,686,Sprightly,Surface,0,Ring-500,70,23.4,35.38,,0,
2971,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.98833333,154.1316667,,898,Sprightly,Surface,0,Ring-500,3000,24.2,35.3,,0,
2972,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.98666667,154.0366667,,1123,Sprightly,Surface,0,Ring-500,3000,23.3,35.33,,0,
2973,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.97833333,153.9566667,,732,Sprightly,Surface,0,Ring-500,1899,23.7,35.36,,0,
2974,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.98833333,153.895,,759,Sprightly,Surface,0,Ring-500,664,23.5,35.34,,0,
2975,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34,151.8133333,,723,Sprightly,Surface,0,Ring-500,,20.4,35.7,,0,
2976,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.99833333,153.8516667,,805,Sprightly,Surface,0,Ring-500,222,23.8,35.32,,0,
2977,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.97166667,153.7433333,,535,Sprightly,Surface,0,Ring-500,88,23.5,35.34,,0,
2978,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-29.005,153.655,,498,Sprightly,Surface,0,Ring-500,60,23.7,35.36,,0,
2979,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.98,154.3433333,,544,Sprightly,Surface,0,Ring-500,2080,24.5,35.42,,0,
2980,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,154.2666667,,854,Sprightly,Surface,0,Ring-500,1704,24.4,35.44,,0,
2981,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,154.1833333,,1036,Sprightly,Surface,0,Ring-500,1359,24.4,35.44,,0,
2982,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.98166667,154.1083333,,1224,Sprightly,Surface,0,Ring-500,1100,24.4,35.42,,0,
2983,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,153.9666667,,1017,Sprightly,Surface,0,Ring-500,436,24.9,35.29,,0,
2984,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.985,153.89,,864,Sprightly,Surface,0,Ring-500,248,24.7,35.3,,0,
2985,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-28.03333333,153.8066667,,1034,Sprightly,Surface,0,Ring-500,118,24.4,35.3,,0,
2986,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.01666667,151.6366667,,463,Sprightly,Surface,0,Ring-500,,20.1,35.7,,0,
2987,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-27.995,153.665,,836,Sprightly,Surface,0,Ring-500,50,23.9,35.32,,0,
2988,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.02166667,151.5483333,,362,Sprightly,Surface,0,Ring-500,208,20.5,35.72,,0,
2989,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-34.03666667,151.3416667,,766,Sprightly,Surface,0,Ring-500,132,21.1,35.68,,0,
2990,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.10166667,152.79,,811,Sprightly,Surface,0,Ring-500,2902,21.8,35.52,,0,
2991,NIMO_Sprightly_83,SP09/83,1983-05-01 00:00:00,-33.00666667,152.7633333,,866,Sprightly,Surface,0,Ring-500,,21.4,35.57,,0,
2992,NIMO_TwoRocks_02,NA 10/2004,2003-04-28 00:00:00,-31.53638889,115.5594444,Winter Inshore,531.5,Naturaliste,Oblong,13,Bongo-355,18,21.1,36.03,,0,
2993,NIMO_TwoRocks_02,NA 10/2004,2003-04-28 00:00:00,-31.61833333,115.3652778,Leeuwin Current,517.5,Naturaliste,Oblong,35,Bongo-355,40,21.7,35.75,,0,
2994,NIMO_TwoRocks_02,NA 10/2004,2003-04-28 00:00:00,-31.67972222,115.2211111,Leeuwin Current,617.8,Naturaliste,Oblong,90,Bongo-355,100,22.2,35.61,,0,
2995,NIMO_TwoRocks_02,NA 10/2004,2003-04-28 00:00:00,-31.765,115.0197222,Leeuwin Current,814.4,Naturaliste,Oblong,150,Bongo-355,300,22.5,35.56,,0,
2996,NIMO_TwoRocks_02,NA 10/2004,2003-04-28 00:00:00,-31.86111111,114.7930556,Leeuwin Current,556.4,Naturaliste,Oblong,150,Bongo-355,1000,22.4,35.56,,0,
2997,NIMO_TwoRocks_02,NA 10/2004,2002-08-17 00:00:00,-31.53638889,115.5594444,Winter Inshore,256.8,Naturaliste,Oblong,13,Bongo-355,18,16.3,35.42,,0,
2998,NIMO_TwoRocks_02,NA 10/2004,2002-08-17 00:00:00,-31.61833333,115.3652778,Leeuwin Current,291.3,Naturaliste,Oblong,35,Bongo-355,40,18.6,35.44,,0,
2999,NIMO_TwoRocks_02,NA 10/2004,2002-08-17 00:00:00,-31.67972222,115.2211111,Leeuwin Current,336.3,Naturaliste,Oblong,90,Bongo-355,100,19.2,35.44,,0,
3000,NIMO_TwoRocks_02,NA 10/2004,2002-08-17 00:00:00,-31.765,115.0197222,Leeuwin Current,644.1,Naturaliste,Oblong,150,Bongo-355,300,19.8,35.43,,0,
3001,NIMO_TwoRocks_02,NA 10/2004,2002-08-17 00:00:00,-31.86111111,114.7930556,Leeuwin Current,498,Naturaliste,Oblong,150,Bongo-355,1000,19.7,35.41,,0,
3002,NIMO_TwoRocks_02,NA 10/2004,2003-12-01 00:00:00,-31.53638889,115.5594444,Summer Inshore,106.8,Naturaliste,Oblong,13,Bongo-355,18,20.4,35.78,,0,
3003,NIMO_TwoRocks_02,NA 10/2004,2003-12-01 00:00:00,-31.61833333,115.3652778,Capes Current,100.5,Naturaliste,Oblong,35,Bongo-355,40,20,35.76,,0,
3004,NIMO_TwoRocks_02,NA 10/2004,2003-12-01 00:00:00,-31.67972222,115.2211111,Capes Current,264.2,Naturaliste,Oblong,90,Bongo-355,100,19.6,35.76,,0,
3005,NIMO_TwoRocks_02,NA 10/2004,2003-12-01 00:00:00,-31.765,115.0197222,Leeuwin Current,500.3,Naturaliste,Oblong,150,Bongo-355,300,20,35.67,,0,
3006,NIMO_TwoRocks_02,NA 10/2004,2003-12-01 00:00:00,-31.86111111,114.7930556,Leeuwin Current,386.6,Naturaliste,Oblong,150,Bongo-355,1000,19.8,35.69,,0,
3007,NIMO_TwoRocks_02,NA 10/2004,2004-12-15 00:00:00,-31.53638889,115.5594444,Summer Inshore,147.2,Naturaliste,Oblong,13,Bongo-355,18,22.4,36.06,,0,
3008,NIMO_TwoRocks_02,NA 10/2004,2004-12-15 00:00:00,-31.61833333,115.3652778,Capes Current,220,Naturaliste,Oblong,35,Bongo-355,40,21.6,35.94,,0,
3009,NIMO_TwoRocks_02,NA 10/2004,2004-12-15 00:00:00,-31.67972222,115.2211111,Capes Current,363.8,Naturaliste,Oblong,90,Bongo-355,100,21.1,35.77,,0,
3010,NIMO_TwoRocks_02,NA 10/2004,2004-12-15 00:00:00,-31.765,115.0197222,Leeuwin Current,477.2,Naturaliste,Oblong,150,Bongo-355,300,21.3,35.68,,0,
3011,NIMO_TwoRocks_02,NA 10/2004,2004-12-15 00:00:00,-31.86111111,114.7930556,Leeuwin Current,647.8,Naturaliste,Oblong,150,Bongo-355,1000,21.7,35.7,,0,
3012,NIMO_TwoRocks_02,NA 10/2004,2003-02-08 00:00:00,-31.53638889,115.5594444,Summer Inshore,360.5,Naturaliste,Oblong,13,Bongo-355,18,23.5,36.45,,0,
3013,NIMO_TwoRocks_02,NA 10/2004,2003-02-08 00:00:00,-31.61833333,115.3652778,Capes Current,225.5,Naturaliste,Oblong,35,Bongo-355,40,21.8,35.9,,0,
3014,NIMO_TwoRocks_02,NA 10/2004,2003-02-08 00:00:00,-31.67972222,115.2211111,Leeuwin Current,303.5,Naturaliste,Oblong,90,Bongo-355,100,23,35.63,,0,
3015,NIMO_TwoRocks_02,NA 10/2004,2003-02-08 00:00:00,-31.765,115.0197222,Leeuwin Current,968.4,Naturaliste,Oblong,150,Bongo-355,300,22.8,35.62,,0,
3016,NIMO_TwoRocks_02,NA 10/2004,2003-02-08 00:00:00,-31.86111111,114.7930556,Leeuwin Current,298.2,Naturaliste,Oblong,150,Bongo-355,1000,22.8,35.6,,0,
3017,NIMO_TwoRocks_02,NA 10/2004,2004-09-20 00:00:00,-31.53638889,115.5594444,Winter Inshore,159.2,Naturaliste,Oblong,13,Bongo-355,18,17.4,35.67,,0,
3018,NIMO_TwoRocks_02,NA 10/2004,2004-09-20 00:00:00,-31.61833333,115.3652778,Leeuwin Current,188.5,Naturaliste,Oblong,35,Bongo-355,40,18.5,35.68,,0,
3019,NIMO_TwoRocks_02,NA 10/2004,2004-09-20 00:00:00,-31.67972222,115.2211111,Leeuwin Current,356.4,Naturaliste,Oblong,90,Bongo-355,100,18.9,35.7,,0,
3020,NIMO_TwoRocks_02,NA 10/2004,2004-09-20 00:00:00,-31.765,115.0197222,Leeuwin Current,523.2,Naturaliste,Oblong,150,Bongo-355,300,18.8,35.69,,0,
3021,NIMO_TwoRocks_02,NA 10/2004,2004-09-20 00:00:00,-31.86111111,114.7930556,Indian Ocean Water,800.6,Naturaliste,Oblong,150,Bongo-355,1000,18.5,35.8,,0,
3022,NIMO_TwoRocks_02,SRFME MC,2004-08-18 00:00:00,-31.53638889,115.5594444,Winter Inshore,97.3,Mesocat,Oblong,13,Bongo-355,18,16.8,35.57,,0,
3023,NIMO_TwoRocks_02,SRFME MC,2004-08-18 00:00:00,-31.67972222,115.2211111,Leeuwin Current,196.3,Mesocat,Oblong,95,Bongo-355,100,19.7,35.61,,0,
3024,NIMO_TwoRocks_02,SRFME MC,2003-01-27 00:00:00,-31.53638889,115.5594444,Summer Inshore,176.3,Mesocat,Oblong,13,Bongo-355,18,22.9,36.4,,0,
3025,NIMO_TwoRocks_02,SRFME MC,2003-07-01 00:00:00,-31.53638889,115.5594444,Winter Inshore,259.7,Mesocat,Oblong,13,Bongo-355,18,16.9,35.46,,0,
3026,NIMO_TwoRocks_02,SRFME MC,2004-06-25 00:00:00,-31.53638889,115.5594444,Leeuwin Current,210.7,Mesocat,Oblong,13,Bongo-355,18,20.1,35.54,,0,
3027,NIMO_TwoRocks_02,SRFME MC,2004-06-25 00:00:00,-31.61833333,115.3652778,Leeuwin Current,183.2,Mesocat,Oblong,35,Bongo-355,40,20.6,35.52,,0,
3028,NIMO_TwoRocks_02,SRFME MC,2004-06-25 00:00:00,-31.67972222,115.2211111,Leeuwin Current,188.8,Mesocat,Oblong,90,Bongo-355,100,21.3,35.52,,0,
3029,NIMO_TwoRocks_02,SRFME MC,2003-03-31 00:00:00,-31.53638889,115.5594444,Summer Inshore,224.4,Mesocat,Oblong,13,Bongo-355,18,22.9,36.31,,0,
3030,NIMO_TwoRocks_02,SRFME MC,2003-03-31 00:00:00,-31.61833333,115.3652778,Capes Current,121.4,Mesocat,Oblong,35,Bongo-355,40,22.8,35.66,,0,
3031,NIMO_TwoRocks_02,SRFME MC,2003-03-31 00:00:00,-31.67972222,115.2211111,Leeuwin Current,288.9,Mesocat,Oblong,90,Bongo-355,100,23.4,35.62,,0,
3032,NIMO_TwoRocks_02,SRFME MC,2004-04-07 00:00:00,-31.53638889,115.5594444,Winter Inshore,177.9,Mesocat,Oblong,13,Bongo-355,18,21.3,36.35,,0,
3033,NIMO_TwoRocks_02,SRFME MC,2004-04-07 00:00:00,-31.61833333,115.3652778,Capes Current,277.9,Mesocat,Oblong,35,Bongo-355,40,21,36.03,,0,
3034,NIMO_TwoRocks_02,SRFME MC,2004-04-07 00:00:00,-31.67972222,115.2211111,Leeuwin Current,473.6,Mesocat,Oblong,90,Bongo-355,100,21.9,35.75,,0,
3035,NIMO_TwoRocks_02,SRFME MC,2003-06-09 00:00:00,-31.53638889,115.5594444,Leeuwin Current,282.5,Mesocat,Oblong,13,Bongo-355,18,19.9,35.56,,0,
3036,NIMO_TwoRocks_02,SRFME MC,2003-06-09 00:00:00,-31.61833333,115.3652778,Leeuwin Current,311,Mesocat,Oblong,35,Bongo-355,40,21.1,35.51,,0,
3037,NIMO_TwoRocks_02,SRFME MC,2003-06-09 00:00:00,-31.67972222,115.2211111,Leeuwin Current,409.9,Mesocat,Oblong,90,Bongo-355,100,22,35.48,,0,
3038,NIMO_TwoRocks_02,SRFME MC,2002-11-22 00:00:00,-31.53638889,115.5594444,Summer Inshore,56.2,Mesocat,Oblong,13,Bongo-355,18,20.3,35.69,,0,
3039,NIMO_TwoRocks_02,SRFME MC,2002-11-22 00:00:00,-31.61833333,115.3652778,Capes Current,88.7,Mesocat,Oblong,35,Bongo-355,40,19.2,35.73,,0,
3040,NIMO_TwoRocks_02,SRFME MC,2002-11-22 00:00:00,-31.67972222,115.2211111,Capes Current,83.5,Mesocat,Oblong,90,Bongo-355,100,18.92,35.72,,0,
3041,NIMO_TwoRocks_02,SRFME MC,2004-11-24 00:00:00,-31.53638889,115.5594444,Summer Inshore,107.9,Mesocat,Oblong,13,Bongo-355,18,20.5,35.88,,0,
3042,NIMO_TwoRocks_02,SRFME MC,2004-11-24 00:00:00,-31.61833333,115.3652778,Capes Current,171.7,Mesocat,Oblong,35,Bongo-355,40,20.2,35.85,,0,
3043,NIMO_TwoRocks_02,SRFME MC,2004-11-24 00:00:00,-31.67972222,115.2211111,Capes Current,193.9,Mesocat,Oblong,95,Bongo-355,100,20,35.81,,0,
3044,NIMO_TwoRocks_02,SRFME MC,2004-10-28 00:00:00,-31.53638889,115.5594444,Summer Inshore,100.1,Mesocat,Oblong,13,Bongo-355,18,19.3,35.74,,0,
3045,NIMO_TwoRocks_02,SRFME MC,2004-10-28 00:00:00,-31.61833333,115.3652778,Capes Current,47.1,Mesocat,Oblong,35,Bongo-355,40,19,35.79,,0,
3046,NIMO_TwoRocks_02,SRFME MC,2004-10-28 00:00:00,-31.67972222,115.2211111,Capes Current,280.4,Mesocat,Oblong,90,Bongo-355,100,18.5,35.51,,0,
3047,NIMO_TwoRocks_02,SRFME MC,2003-09-26 00:00:00,-31.53638889,115.5594444,Winter Inshore,236.6,Mesocat,Oblong,13,Bongo-355,18,17.4,35.61,,0,
3048,NIMO_TwoRocks_02,SRFME MC,2003-09-26 00:00:00,-31.61833333,115.3652778,Leeuwin Current,330.3,Mesocat,Oblong,35,Bongo-355,40,18.4,35.61,,0,
3049,NIMO_TwoRocks_02,SRFME MC,2003-09-26 00:00:00,-31.67972222,115.2211111,Leeuwin Current,603.7,Mesocat,Oblong,90,Bongo-355,100,18.3,35.59,,0,
3050,NIMO_TwoRocks_02,SRFME MI,2004-04-19 00:00:00,-31.53638889,115.5594444,Winter Inshore,273.7,Maritime Image,Oblong,13,Bongo-355,18,21,36.23,,0,
3051,NIMO_TwoRocks_02,SRFME MI,2004-04-19 00:00:00,-31.765,115.0197222,Leeuwin Current,954.9,Maritime Image,Oblong,150,Bongo-355,300,,,,0,
3052,NIMO_TwoRocks_02,SRFME MI,2004-04-19 00:00:00,-31.86111111,114.7930556,Leeuwin Current,713.1,Maritime Image,Oblong,150,Bongo-355,1000,22.2,35.73,,0,
3053,NIMO_TwoRocks_02,SRFME MI,2002-12-17 00:00:00,-31.53638889,115.5594444,Summer Inshore,395.3,Maritime Image,Oblong,13,Bongo-355,18,21.3,35.89,,0,
3054,NIMO_TwoRocks_02,SRFME MI,2002-12-17 00:00:00,-31.61833333,115.3652778,Capes Current,430.6,Maritime Image,Oblong,35,Bongo-355,40,20.5,35.82,,0,
3055,NIMO_TwoRocks_02,SRFME MI,2002-12-17 00:00:00,-31.67972222,115.2211111,Leeuwin Current,358.5,Maritime Image,Oblong,90,Bongo-355,100,20.6,35.69,,0,
3056,NIMO_TwoRocks_02,SRFME MI,2002-12-17 00:00:00,-31.765,115.0197222,Leeuwin Current,682.8,Maritime Image,Oblong,150,Bongo-355,300,20.8,35.68,,0,
3057,NIMO_TwoRocks_02,SRFME MI,2002-12-17 00:00:00,-31.86111111,114.7930556,Leeuwin Current,885.7,Maritime Image,Oblong,150,Bongo-355,1000,20.9,35.75,,0,
3058,NIMO_TwoRocks_02,SRFME MI,2004-07-18 00:00:00,-31.53638889,115.5594444,Winter Inshore,286.2,Maritime Image,Oblong,13,Bongo-355,18,17.5,35.57,,0,
3059,NIMO_TwoRocks_02,SRFME MI,2004-07-18 00:00:00,-31.61833333,115.3652778,Leeuwin Current,190.3,Maritime Image,Oblong,35,Bongo-355,40,19.5,35.58,,0,
3060,NIMO_TwoRocks_02,SRFME MI,2004-07-18 00:00:00,-31.67972222,115.2211111,Leeuwin Current,572.1,Maritime Image,Oblong,90,Bongo-355,100,20.3,35.6,,0,
3061,NIMO_TwoRocks_02,SRFME MI,2004-07-18 00:00:00,-31.765,115.0197222,Leeuwin Current,803.9,Maritime Image,Oblong,150,Bongo-355,300,19.5,35.73,,0,
3062,NIMO_TwoRocks_02,SRFME MI,2004-07-18 00:00:00,-31.86111111,114.7930556,Leeuwin Current,852.6,Maritime Image,Oblong,150,Bongo-355,1000,20.1,35.69,,0,
3063,NIMO_TwoRocks_02,SS 01/2004,2004-01-20 00:00:00,-31.53638889,115.5594444,Summer Inshore,489.1,Southern Surveyor,Oblong,13,Bongo-355,18,23.3,36.06,,0,
3064,NIMO_TwoRocks_02,SS 01/2004,2004-01-20 00:00:00,-31.61833333,115.3652778,Capes Current,292.8,Southern Surveyor,Oblong,35,Bongo-355,40,20.7,35.86,,0,
3065,NIMO_TwoRocks_02,SS 01/2004,2004-01-20 00:00:00,-31.67972222,115.2211111,Leeuwin Current,233.6,Southern Surveyor,Oblong,90,Bongo-355,100,20.8,35.85,,0,
3066,NIMO_TwoRocks_02,SS 01/2004,2004-01-20 00:00:00,-31.765,115.0197222,Leeuwin Current,320.3,Southern Surveyor,Oblong,150,Bongo-355,300,21.4,35.77,,0,
3067,NIMO_TwoRocks_02,SS 01/2004,2004-01-20 00:00:00,-31.86111111,114.7930556,Leeuwin Current,426.7,Southern Surveyor,Oblong,150,Bongo-355,1000,21.4,35.78,,0,
3068,NIMO_TwoRocks_02,SS 07/2003,2003-08-23 00:00:00,-31.53638889,115.5594444,Winter Inshore,364.9,Southern Surveyor,Oblong,13,Bongo-355,18,17.3,35.47,,0,
3069,NIMO_TwoRocks_02,SS 07/2003,2003-08-23 00:00:00,-31.61833333,115.3652778,Leeuwin Current,376.6,Southern Surveyor,Oblong,35,Bongo-355,40,18.5,35.56,,0,
3070,NIMO_TwoRocks_02,SS 07/2003,2003-08-23 00:00:00,-31.67972222,115.2211111,Leeuwin Current,363,Southern Surveyor,Oblong,90,Bongo-355,100,19.1,35.61,,0,
3071,NIMO_TwoRocks_02,SS 07/2003,2003-08-23 00:00:00,-31.765,115.0197222,Leeuwin Current,766.2,Southern Surveyor,Oblong,150,Bongo-355,300,19.5,35.58,,0,
3072,NIMO_TwoRocks_02,SS 07/2003,2003-08-23 00:00:00,-31.86111111,114.7930556,Indian Ocean Water,375.5,Southern Surveyor,Oblong,150,Bongo-355,1000,17.4,35.72,,0,
3073,NIMO_TwoRocks_02,SS 09/2003,2003-11-08 00:00:00,-31.53638889,115.5594444,Summer Inshore,133.9,Southern Surveyor,Oblong,13,Bongo-355,18,18.8,35.66,,0,
3074,NIMO_TwoRocks_02,SS 09/2003,2003-11-08 00:00:00,-31.61833333,115.3652778,Capes Current,194,Southern Surveyor,Oblong,35,Bongo-355,40,18.5,35.66,,0,
3075,NIMO_TwoRocks_02,SS 09/2003,2003-11-08 00:00:00,-31.67972222,115.2211111,Capes Current,187,Southern Surveyor,Oblong,90,Bongo-355,100,18,35.72,,0,
3076,NIMO_TwoRocks_02,SS 09/2003,2003-11-08 00:00:00,-31.765,115.0197222,Leeuwin Current,313.9,Southern Surveyor,Oblong,150,Bongo-355,300,,,,0,
3077,NIMO_TwoRocks_02,SS 09/2003,2003-11-08 00:00:00,-31.86111111,114.7930556,Leeuwin Current,277.2,Southern Surveyor,Oblong,150,Bongo-355,1000,18.2,35.78,,0,
3078,NIMO_TwoRocks_02,SS 09/2003,2003-10-24 00:00:00,-31.53638889,115.5594444,Summer Inshore,390.6,Southern Surveyor,Oblong,13,Bongo-355,18,18.5,35.56,,0,
3079,NIMO_TwoRocks_02,SS 09/2003,2003-10-24 00:00:00,-31.61833333,115.3652778,Capes Current,118.7,Southern Surveyor,Oblong,35,Bongo-355,40,18.2,35.72,,0,
3080,NIMO_TwoRocks_02,SS 09/2003,2003-10-24 00:00:00,-31.67972222,115.2211111,Leeuwin Current,450.1,Southern Surveyor,Oblong,90,Bongo-355,100,18.7,35.71,,0,
3081,NIMO_TwoRocks_02,SS 09/2003,2003-10-24 00:00:00,-31.765,115.0197222,Leeuwin Current,516.2,Southern Surveyor,Oblong,150,Bongo-355,300,,,,0,
3082,NIMO_TwoRocks_02,SS 09/2003,2003-10-24 00:00:00,-31.86111111,114.7930556,Leeuwin Current,489.7,Southern Surveyor,Oblong,150,Bongo-355,1000,18.9,35.75,,0,
